Id,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,Style
21610,20.82,1.053,1.007,6.11,28.3,5.52,26.5,120,1.039,70,1.4,Specific Gravity,All Grain,0.75,21.11,Saison
21613,30,1.059,1.012,6.24,43.64,6.4,40,60,1.044,70,3.5,Specific Gravity,All Grain,0.35,21,American IPA
21615,27,1.059,1.01,6.4,48.58,5.8,30,90,1.053,70,2.8,Specific Gravity,All Grain,1,18,American IPA
21616,20.82,1.071,1.017,7.05,86.52,11.02,26.5,60,1.056,70,1.5,Specific Gravity,All Grain,0.35,20,American IPA
21619,18.93,1.071,1.018,7.01,102.47,9.78,22.71,90,1.059,60,1.5,Specific Gravity,All Grain,0.35,21.11,American IPA
21621,39.75,1.05,1.009,5.41,34.94,4.68,49.21,75,1.04,70,1.33,Specific Gravity,All Grain,2,20,American Pale Ale
21622,9.46,1.045,1.013,4.27,28.39,13.24,13.25,60,1.032,80,4,Specific Gravity,All Grain,1,20,American Amber Ale
21633,24.61,1.091,1.024,8.82,101.83,19.3,30.28,60,1.074,72,1.33,Specific Gravity,All Grain,1.25,18.33,Irish Red Ale
21636,22.71,1.09,1.019,9.32,105.02,12.66,36.34,90,1.053,74,1.225,Specific Gravity,All Grain,1,18.72,Imperial IPA
21638,20.82,1.065,1.017,6.29,56.97,5.4,28.39,60,1.047,65,1.5,Specific Gravity,All Grain,0.35,17.78,American IPA
21639,46,1.062,1.013,6.43,47.73,4.81,55,60,1.044,73,3.5,Specific Gravity,All Grain,0.75,18,American IPA
21641,20.82,1.053,1.013,5.26,29.96,13.04,28.39,90,1.039,70,1.25,Specific Gravity,All Grain,0.5,23.89,Saison
21646,20,1.062,1.011,6.69,25.71,5.25,23.9,90,1.052,78,3,Specific Gravity,All Grain,0.35,22,Saison
21654,21,1.058,1.012,6.1,41.73,6.11,28.5,60,1.043,80,3,Specific Gravity,All Grain,0.5,25,Saison
21660,1900,1.042,1.008,4.5,44.7,6.38,2000,90,1.04,85,3,Specific Gravity,All Grain,0.35,23.5,American Pale Ale
21666,18.93,1.062,1.016,6.01,64.86,11.92,22.71,60,1.052,50,3.38,Specific Gravity,All Grain,0.35,16.67,American IPA
21669,44,1.05,1.009,5.49,44.65,6.36,50,60,1.044,73,5.7,Specific Gravity,All Grain,0.5,18,American Pale Ale
21674,22.71,1.057,1.012,5.98,43.28,9.95,24.61,60,1.053,70,1.5,Specific Gravity,All Grain,0.75,19.44,American Pale Ale
21683,20.8,1.057,1.011,6.09,52.64,10.38,28.4,60,1.042,70,3.1,Specific Gravity,All Grain,0.35,20,American IPA
21694,15.14,1.067,1.013,6.99,14.42,3.94,22.71,75,1.044,70,1.25,Specific Gravity,All Grain,0.5,23.89,Saison
21696,25,1.069,1.014,7.21,0,7.96,35,60,1.05,65,2.5,Specific Gravity,All Grain,1,22,Saison
21697,18.93,1.097,1.025,9.38,159.03,6.31,24.61,60,1.074,70,1.5,Specific Gravity,All Grain,1,18.89,American IPA
21699,5.8,1.06,1.013,6.13,42.95,5.15,8.5,60,1.041,80,3,Specific Gravity,All Grain,0.75,20,American Pale Ale
21704,19.87,1.052,1.012,5.24,24.68,8.22,22.71,60,1.046,62,1.35,Specific Gravity,All Grain,1,23.33,Saison
21705,260,1.05,1.012,4.98,50.76,8.83,280,90,1.046,70,2.5,Specific Gravity,All Grain,1.25,20,American IPA
21706,24.61,1.05,1.007,5.79,11.58,7.99,28.39,60,1.038,70,1.64,Specific Gravity,All Grain,0.75,21.11,Witbier
21707,20.82,1.059,1.014,5.93,74.85,9.22,28.39,60,1.043,67,1.5,Specific Gravity,All Grain,0.35,20,American IPA
21708,20.82,1.069,1.016,6.96,56.21,6.63,28.39,60,1.051,70,1.75,Specific Gravity,All Grain,0.75,21.11,American IPA
21711,21.77,1.073,1.021,6.8,58.3,8.49,29.34,75,1.054,85,1.5,Specific Gravity,All Grain,0.75,20,American IPA
21713,20,1.072,1.012,7.9,87.83,9.48,28,60,1.052,65,3.1,Specific Gravity,All Grain,0.75,18,Imperial IPA
21715,46,1.055,1.013,5.49,20.8,3.69,52,60,1.048,75,3,Specific Gravity,All Grain,0.75,19,Blonde Ale
21716,20.82,1.054,1.012,5.51,34.95,5.21,24.61,60,1.045,73,1.5,Specific Gravity,All Grain,1.5,20,American Pale Ale
21718,22.71,1.075,1.02,7.29,92.62,26.45,28.39,60,1.06,75,1.5,Specific Gravity,All Grain,0.75,21.11,American IPA
21719,32.18,1.065,1.013,6.85,28.81,6.98,37.85,60,1.055,75,1.5,Specific Gravity,All Grain,0.75,22.22,Saison
21722,20.82,1.056,1.013,5.64,34.85,9.28,28.39,60,1.041,75,1.5,Specific Gravity,All Grain,0.35,17.78,American Pale Ale
21728,20,1.06,1.011,6.46,61.17,11.04,26.5,60,1.045,60,2.7,Specific Gravity,All Grain,0.75,17,American IPA
21729,24.61,1.071,1.017,7.09,27.69,25.82,32.18,90,1.054,69,1.5,Specific Gravity,All Grain,1,18.89,American Brown Ale
21733,20.82,1.098,1.027,9.32,88.33,12.16,28.39,60,1.072,70,1.5,Specific Gravity,All Grain,0.5,21.11,Imperial IPA
21740,41.64,1.075,1.017,7.57,100.59,10.09,49.21,60,1.063,73,1.3,Specific Gravity,All Grain,1,20,American IPA
21745,22,1.042,1.007,4.58,35.39,5.14,27,60,1.034,75,3.5,Specific Gravity,All Grain,0.35,17,American Pale Ale
21748,7.57,1.084,1.015,8.99,255.93,9.91,11.36,90,1.056,75,0.75,Specific Gravity,All Grain,0.5,20,Imperial IPA
21752,18.93,1.058,1.016,5.45,37.41,10.85,26.3,60,1.042,69,2.6,Specific Gravity,All Grain,0.35,18,American Pale Ale
21756,13,1.061,1.018,5.77,73.37,41.66,18,60,1.044,62,3,Specific Gravity,All Grain,0.75,23,American Stout
21763,48,1.049,1.011,4.99,22.56,4.49,54,60,1.043,65,4,Specific Gravity,All Grain,0.75,20,Witbier
21764,20.82,1.049,1.009,5.27,22.16,9.88,28.39,60,1.036,81.5,1.42,Specific Gravity,All Grain,0.35,20.56,American Amber Ale
21777,20.82,1.054,1.009,5.98,26.91,4.39,28.39,90,1.04,70,1.5,Specific Gravity,All Grain,0.5,25.56,Saison
21784,41.64,1.074,1.021,6.95,62.71,9.26,45.42,75,1.068,90,1.5,Specific Gravity,All Grain,0.5,17.78,Imperial IPA
21787,21,1.069,1.018,6.77,75.59,7.92,28.5,75,1.043,75,3,Specific Gravity,All Grain,0.75,20,American IPA
21793,41.64,1.071,1.016,7.17,91.01,9.63,49.21,60,1.06,75,1.5,Specific Gravity,All Grain,0.35,20,American IPA
21802,18.93,1.095,1.016,10.33,347.61,4.99,29.26,90,1.061,70,1.5,Specific Gravity,All Grain,0.5,20,Imperial IPA
21804,20.82,1.064,1.016,6.36,81.42,6.02,26.5,60,1.05,70,0.87,Specific Gravity,All Grain,0.75,17.22,American IPA
21822,13.25,1.039,1.01,3.77,35.17,5.07,15.14,60,1.034,35,1.5,Specific Gravity,All Grain,0.35,21.11,Witbier
21836,124.92,1.062,1.015,6.17,51.41,45.65,132.49,60,1.059,75,1.5,Specific Gravity,All Grain,0.5,18.89,American Stout
21838,41.64,1.055,1.014,5.42,51.68,4.87,47.47,60,1.048,75,1.25,Specific Gravity,All Grain,0.75,19.44,American Pale Ale
21842,20.82,1.059,1.014,5.87,67.03,7.51,29.34,60,1.042,75,2,Specific Gravity,All Grain,0.75,18.89,American IPA
21852,23,1.053,1.013,5.33,41.99,6.06,30.2,60,1.041,65,2.9,Specific Gravity,All Grain,0.75,20,American Pale Ale
21858,29.5,1.04,1.01,3.85,22.96,4.8,36,40,1.033,76,2.5,Specific Gravity,All Grain,0.5,18,Blonde Ale
21861,24.61,1.047,1.012,4.63,32.42,15.7,30.28,60,1.038,80,1.5,Specific Gravity,All Grain,0.75,17.78,American Amber Ale
21863,11,1.054,1.01,5.76,45.87,6.05,14.7,60,1.04,71,2.5,Specific Gravity,All Grain,0.75,18,American Pale Ale
21868,20.82,1.052,1.012,5.2,51.46,8.1,24.61,60,1.044,66,1.25,Specific Gravity,All Grain,0.35,20,American Pale Ale
21870,19.87,1.054,1.011,5.6,29.06,3.47,21.77,60,1.049,76,1.32,Specific Gravity,All Grain,0.35,19.44,Saison
21873,21,1.05,1.011,5.02,48.34,25.83,23,60,1.045,65,1.5,Specific Gravity,All Grain,0.75,20,American Brown Ale
21876,41.64,1.066,1.02,6.13,62.9,8.3,49.21,60,1.056,75,1.3,Specific Gravity,All Grain,0.75,18.89,American Pale Ale
21879,18.9,1.063,1.011,6.72,64.91,5.02,28.4,60,1.042,80,3,Specific Gravity,All Grain,1,20,American IPA
21884,21,1.049,1.01,5.12,36.85,7.72,28.5,60,1.036,85,3,Specific Gravity,All Grain,0.75,18,American Pale Ale
21888,16,1.049,1.011,4.96,40.3,5.54,16,60,1.049,52,2.95,Specific Gravity,All Grain,0.35,22,American Pale Ale
21893,23,1.051,1.011,5.34,12.91,3.14,27,90,1.044,77,3,Specific Gravity,All Grain,0.75,19,Witbier
21895,38.99,1.048,1.006,5.47,22.8,4.26,48.45,70,1.038,70,1.35,Specific Gravity,All Grain,0.75,23.89,Saison
21904,18,1.049,1.007,5.55,14.98,3.17,22,60,1.04,70,3.3,Specific Gravity,All Grain,0.75,20,Witbier
21911,1000,1.048,1.009,5.09,33.3,4.64,1100,60,1.044,85,3,Specific Gravity,All Grain,0.75,21,American Pale Ale
21923,24.61,1.073,1.015,7.57,64.64,50,32.18,90,1.056,68,1.5,Specific Gravity,All Grain,1,18.89,American Light Lager
21927,20.82,1.063,1.012,6.72,64.61,6.49,28.39,60,1.046,70,1.5,Specific Gravity,All Grain,1,18.89,American IPA
21930,20.82,1.045,1.008,4.88,45.14,6.06,25.55,60,1.036,75,1.25,Specific Gravity,All Grain,0.5,19.44,American IPA
21933,18.93,1.082,1.024,7.64,75.71,7.17,24.61,90,1.057,70,1.25,Specific Gravity,All Grain,1,20,Imperial IPA
21935,37.85,1.059,1.016,5.57,39.15,6.93,45.42,70,1.049,62,2,Specific Gravity,All Grain,0.35,21.11,American Pale Ale
21936,20.82,1.069,1.014,7.33,25.48,6.29,28.39,60,1.051,60,1.5,Specific Gravity,All Grain,0.75,29.44,Saison
21938,20.82,1.043,1.011,4.18,13.49,3.46,26.5,60,1.034,70,1.5,Specific Gravity,All Grain,0.35,23.33,Witbier
21940,23,1.042,1.008,4.41,27.25,3.53,28,60,1.034,70,2.7,Specific Gravity,All Grain,0.35,16,American Amber Ale
21944,52,1.051,1.008,5.57,27.83,3.37,60,90,1.044,70,5,Specific Gravity,All Grain,0.75,19,Blonde Ale
21947,37.85,1.08,1.017,8.27,42.8,9.05,28.39,60,1.107,90,1.5,Specific Gravity,All Grain,1,21.11,American IPA
21958,8.71,1.089,1.022,8.78,126.55,8.31,17.03,90,1.046,72,1.25,Specific Gravity,All Grain,0.5,16.67,Imperial IPA
21961,20.82,1.05,1.012,5.06,33.3,6.69,28.39,60,1.037,70,1.5,Specific Gravity,All Grain,0.75,18.33,American Pale Ale
21966,17,1.061,1.019,5.58,42.07,14.69,20,60,1.052,80,3,Specific Gravity,All Grain,0.35,20,American IPA
21976,25,1.062,1.015,6.11,55.41,6.95,31,60,1.05,65,3,Specific Gravity,All Grain,0.75,18.5,American IPA
21984,41.64,1.046,1.008,4.91,45.02,11.11,47.32,60,1.04,72,1.5,Specific Gravity,All Grain,0.75,20,American Amber Ale
21986,1135.62,1.061,1.017,5.8,54.86,30,1143.19,90,1.06,78,1.5,Specific Gravity,All Grain,0.75,20,American IPA
21988,20.82,1.065,1.014,6.59,78.52,6.03,28.39,60,1.047,68,1.3,Specific Gravity,All Grain,0.75,21.11,American IPA
21992,20.82,1.065,1.016,6.5,31.48,5.63,28.39,60,1.048,78,1.5,Specific Gravity,All Grain,1,18.89,American IPA
21999,20.82,1.083,1.016,8.78,171.31,6.45,28.39,60,1.061,70,1.25,Specific Gravity,All Grain,0.35,21.11,American IPA
22001,22.71,1.057,1.015,5.79,21.49,14.35,26.5,60,1.049,70,1.25,Specific Gravity,All Grain,1,17.78,Irish Red Ale
22005,24.61,1.068,1.008,8.16,41.15,3.87,28.39,60,1.059,78,1.5,Specific Gravity,All Grain,0.75,23.89,American IPA
22008,22.71,1.063,1.017,6.03,37.6,9.56,27.44,30,1.052,75,2,Specific Gravity,All Grain,0.75,18.33,American IPA
22011,4,1.053,1.009,5.72,64.52,9.66,6,70,1.035,75,3.1,Specific Gravity,All Grain,0.5,22,American IPA
22013,2300,1.052,1.01,5.49,53.08,8.12,2450,60,1.048,75,2.9,Specific Gravity,All Grain,0.5,21,American Pale Ale
22015,20.82,1.051,1.01,5.47,63.31,7.51,22.71,60,1.047,70,1.5,Specific Gravity,All Grain,0.35,20,American IPA
22024,20.82,1.06,1.015,6,39.75,4.16,28.39,60,1.044,75,0.923,Specific Gravity,All Grain,0.35,23.89,Witbier
22028,18.93,1.046,1.011,4.63,20.59,6.34,26.5,60,1.033,54,1.5,Specific Gravity,All Grain,0.75,20.56,American Pale Ale
22029,19,1.06,1.01,6.54,66.61,8.29,22,60,1.052,60,2.5,Specific Gravity,All Grain,1,18,American IPA
22034,21,1.058,1.011,6.28,38.05,6.06,28.5,60,1.043,70,3,Specific Gravity,All Grain,0.5,19,American Pale Ale
22035,24,1.06,1.011,6.42,19.71,15.05,28.5,60,1.05,70,3,Specific Gravity,All Grain,0.5,20,Irish Red Ale
22038,23,13.4281,2.31609,5.95,29.27,11.99,28,60,11.1,75,3,Plato,All Grain,0.35,20,American Amber Ale
22039,18.93,1.058,1.014,5.79,31.73,10.07,28.39,90,1.039,72,1.5,Specific Gravity,All Grain,0.35,17.78,American IPA
22052,20.82,1.056,1.011,5.97,64.8,18.91,28.39,60,1.041,65,1.5,Specific Gravity,All Grain,1,12.22,American IPA
22057,18.93,1.087,1.024,8.23,0,8.47,28.39,105,1.058,65,1.2,Specific Gravity,All Grain,1,21.67,American IPA
22058,20.82,1.056,1.013,5.72,38.73,6.37,31.23,90,1.038,73,1.5,Specific Gravity,All Grain,0.5,18.89,American Pale Ale
22059,41.64,1.061,1.014,6.39,57.08,16.51,53,60,1.048,75,1.3,Specific Gravity,All Grain,0.75,18.33,American IPA
22060,41.64,1.049,1.009,5.32,26.62,3.86,54.89,90,1.038,65,1.5,Specific Gravity,All Grain,0.75,21.11,Saison
22065,19.87,1.074,1.016,7.56,45.99,33.86,28.39,60,1.052,80,1.35,Specific Gravity,All Grain,0.75,19.44,American Stout
22072,22.71,1.049,1.01,5.09,36.33,6.93,29.34,60,1.038,80,1.5,Specific Gravity,All Grain,0.75,20,American Pale Ale
22075,23,1.056,1.014,5.39,15.18,5.04,28.5,60,1.045,75,3,Specific Gravity,All Grain,1,20,Witbier
22076,30,1.051,1.009,5.61,16.32,6.43,35,60,1.044,65,2.7,Specific Gravity,All Grain,0.35,18,American Pale Ale
22080,24,1.041,1.008,4.43,28.51,14.54,28,60,1.036,80,3,Specific Gravity,All Grain,1.25,19,American Amber Ale
22083,22.71,1.067,1.021,6.04,39.13,7.89,28.39,60,1.053,75,1.5,Specific Gravity,All Grain,1,20.56,American Stout
22089,75,1.063,1.011,6.92,43.74,12.74,86,60,1.055,57,2.5,Specific Gravity,All Grain,0.75,19,American IPA
22090,20.82,1.052,1.014,4.91,91.52,9.56,26.5,60,1.041,70,1.6,Specific Gravity,All Grain,0.35,21.11,American IPA
22092,18.93,1.065,1.02,5.95,44.79,13.73,28.39,60,1.043,75,1.5,Specific Gravity,All Grain,0.5,21.11,Irish Red Ale
22095,45.42,1.07,1.015,7.12,75.16,4.5,28.39,60,1.112,65,1.2,Specific Gravity,All Grain,0.75,18.89,American IPA
22096,22.71,1.052,1.013,5.17,170.09,5.08,30.28,60,1.039,67,1.5,Specific Gravity,All Grain,0.75,20,American IPA
22101,18.93,1.053,1.013,5.18,47.2,15.11,28.39,60,1.035,70,1.5,Specific Gravity,All Grain,0.75,20,American Brown Ale
22102,20.82,1.056,1.009,6.07,29.12,6.13,28.39,60,1.041,70,1.5,Specific Gravity,All Grain,0.35,20,American Pale Ale
22104,18.93,1.057,1.017,5.26,29.45,4.12,24.61,75,1.044,65,1.5,Specific Gravity,All Grain,0.35,20,Saison
22107,20.82,1.045,1.01,4.6,20.99,6.16,28.39,60,1.033,75,1.5,Specific Gravity,All Grain,0.75,20,Blonde Ale
22109,21,1.043,1.008,4.62,21.89,6.74,28.5,70,1.031,70,5,Specific Gravity,All Grain,0.35,22,Saison
22112,20.82,1.072,1.02,6.8,46.18,11.03,28.39,60,1.053,83,1.25,Specific Gravity,All Grain,0.35,21.11,American Pale Ale
22119,46,14.181,3.17623,5.93,41.19,7.16,55,90,12,73,3.2,Plato,All Grain,1,18,American Pale Ale
22122,22.71,1.055,1.011,5.82,29.63,5.5,35.96,90,1.035,70,1.5,Specific Gravity,All Grain,0.75,22.22,Saison
22123,21,1.049,1.012,4.92,30.72,11.24,28.5,75,1.036,70,3,Specific Gravity,All Grain,0.5,18,Blonde Ale
22126,23,1.054,1.013,5.44,43.75,7.2,28,70,1.045,77,3.5,Specific Gravity,All Grain,1,18,American IPA
22129,19,1.076,1.018,7.61,99.62,8.48,28.4,60,1.051,70,3,Specific Gravity,All Grain,0.75,18,American IPA
22133,22,1.054,1.01,5.86,19.89,8.09,26.5,90,1.045,75,3.1,Specific Gravity,All Grain,1.25,25,Saison
22135,25,1.046,1.008,5.07,33.11,8.08,20,70,1.058,80,3,Specific Gravity,All Grain,1,22,American Pale Ale
22143,22.71,1.102,1.023,10.34,136.21,6.34,30.28,90,1.076,80,2,Specific Gravity,All Grain,0.75,16.67,Imperial IPA
22145,20.82,1.065,1.017,6.3,87.83,9.99,28.39,60,1.047,70,1.5,Specific Gravity,All Grain,0.75,22.22,American IPA
22146,20.82,1.059,1.014,5.84,65.66,10.94,26.5,60,1.046,70,1.5,Specific Gravity,All Grain,0.35,20,American IPA
22147,47.32,1.075,1.017,7.54,76.5,8.61,53,60,1.067,84,1.5,Specific Gravity,All Grain,1,18.89,American IPA
22148,20.82,1.08,1.025,7.2,17.24,6.74,28.39,60,1.059,80,1.5,Specific Gravity,All Grain,1.5,18.89,American Pale Ale
22150,20.82,1.058,1.01,6.28,51.78,7.88,28.39,60,1.043,72,1.55,Specific Gravity,All Grain,0.75,20.56,American IPA
22153,20.82,1.042,1.006,4.73,14.69,2.33,22.71,60,1.038,70,1.5,Specific Gravity,All Grain,0.35,18.33,American Light Lager
22158,9,1.056,1.01,6.05,42.75,9,10,60,1.051,70,5,Specific Gravity,All Grain,0.5,20,American IPA
22159,20.82,1.056,1.015,5.35,35.02,5.86,24.61,60,1.048,75,1.5,Specific Gravity,All Grain,0.5,20,American IPA
22164,22.71,1.061,1.02,5.36,45.22,40,28.39,60,1.048,60,1.25,Specific Gravity,All Grain,0.5,18.33,American Stout
22171,24,1.059,1.015,5.78,65.97,4.55,27.7,60,1.051,86,3.35,Specific Gravity,All Grain,0.75,20,American Pale Ale
22175,20.82,1.087,1.025,8.15,37.66,17.91,28.39,60,1.064,75,1.5,Specific Gravity,All Grain,0.75,20,Irish Red Ale
22178,60,1.044,1.011,4.32,1.08,10.02,5,60,1.5,70,3,Specific Gravity,All Grain,1.25,13,Irish Red Ale
22179,41.64,1.058,1.008,6.52,33.52,4.54,56.78,105,1.042,68,1.25,Specific Gravity,All Grain,0.75,20,Saison
22183,40,1.049,1.01,5.06,22.11,11.92,46,60,1.042,69,3,Specific Gravity,All Grain,0.75,20,Irish Red Ale
22187,20.82,1.083,1.023,7.91,105.34,22.79,30.28,60,1.057,75,1.5,Specific Gravity,All Grain,0.5,21.11,American IPA
22188,20.82,1.049,1.004,5.83,30.3,5.15,28.39,60,1.031,70,1.25,Specific Gravity,All Grain,1,20,Saison
22190,22.71,1.043,1.01,4.31,65.84,6.36,30.28,60,1.032,70,1.5,Specific Gravity,All Grain,0.5,20,American IPA
22193,20.8,1.109,1.024,11.19,117.1,18.67,28.4,60,1.08,75,3.5,Specific Gravity,All Grain,0.5,18,Imperial IPA
22202,41.64,1.065,1.015,6.49,84.09,6.11,49.21,60,1.055,80,1.25,Specific Gravity,All Grain,0.75,20,American IPA
22203,18.93,1.083,1.02,8.34,89.56,5.33,26.5,60,1.059,70,1.5,Specific Gravity,All Grain,0.35,21.11,American IPA
22207,20,1.043,1.008,4.63,30.59,11.45,26,50,1.033,60,3.1,Specific Gravity,All Grain,0.75,18,American Pale Ale
22213,20,1.059,1.009,6.64,18.81,8.92,28,60,1.042,70,3,Specific Gravity,All Grain,1.5,14,American Light Lager
22216,20.82,1.052,1.012,5.22,45.27,6.71,24.61,60,1.044,60,1.25,Specific Gravity,All Grain,0.35,20,American Pale Ale
22222,100,1.066,1.017,6.41,21.08,4.19,100,60,1.066,75,50,Specific Gravity,All Grain,0.35,17,American Pale Ale
22223,41.64,1.046,1.008,4.95,23.05,2.96,47.32,60,1.04,75,1.5,Specific Gravity,All Grain,0.35,20,Blonde Ale
22234,13.25,1.051,1.011,5.28,47.71,6.53,17.03,60,1.039,80,1.25,Specific Gravity,All Grain,1.25,17.78,American Pale Ale
22235,47,1.042,1.01,4.2,36.38,3.48,55,60,1.036,69,5,Specific Gravity,All Grain,0.75,20,American Pale Ale
22238,37.85,1.063,1.015,6.33,68.38,12.49,47.32,60,1.05,70,1.25,Specific Gravity,All Grain,1,20,American IPA
22244,20,1.045,1.008,4.81,38.42,9.27,24,60,1.037,65,3,Specific Gravity,All Grain,0.35,17,Irish Red Ale
22249,40,1.064,1.012,6.87,53.86,9.32,43,60,1.06,75,25,Specific Gravity,All Grain,2,21,American IPA
22251,60,1.049,1.015,4.54,13.08,3.17,65,75,1.046,80,3,Specific Gravity,All Grain,0.5,18,Witbier
22259,11.36,1.072,1.017,7.22,83.94,5.49,15.14,60,1.054,70,1.5,Specific Gravity,All Grain,1,18.89,American IPA
22267,22,1.052,1.005,6.18,27.98,8.59,25,90,1.046,70,3,Specific Gravity,All Grain,1,24,Saison
22269,20.82,1.064,1.018,5.97,27.91,11.24,28.39,60,1.047,75,1.25,Specific Gravity,All Grain,0.5,20,Saison
22270,23.28,1.058,1.013,6.1,10.21,5.92,25.55,105,1.048,65,1.66,Specific Gravity,All Grain,0.75,20,Witbier
22275,22.71,1.055,1.009,6.03,40.02,5.55,28.39,60,1.044,70,1.5,Specific Gravity,All Grain,1.25,32.22,Saison
22281,55,1.051,1.009,5.51,50.95,6.38,69,60,1.041,80,2.5,Specific Gravity,All Grain,0.75,18,American Pale Ale
22291,27.5,1.052,1.009,5.63,29.73,5.35,32,90,1.044,84,3.15,Specific Gravity,All Grain,0.75,19,Blonde Ale
22297,10,1.076,1.015,7.97,92.81,7.04,10,60,1.076,75,2,Specific Gravity,All Grain,0.75,20,American IPA
22302,20.82,1.078,1.02,7.7,115.69,4.74,43.53,60,1.037,70,1.5,Specific Gravity,All Grain,1.25,20,Imperial IPA
22305,17.03,1.065,1.016,6.39,70.58,4.9,22.71,75,1.049,66,1.2,Specific Gravity,All Grain,0.35,20,American IPA
22307,26,1.063,1.011,6.86,103.47,11.27,31,60,1.053,70,2.5,Specific Gravity,All Grain,0.5,19,American IPA
22312,20.82,1.055,1.01,5.95,47.5,10.82,32.18,60,1.036,75,1.45,Specific Gravity,All Grain,1,17.78,American Pale Ale
22319,17,1.054,1.01,5.76,51.56,10.55,20,60,1.013,73,3,Specific Gravity,All Grain,0.35,15,American Pale Ale
22326,20.82,1.079,1.022,7.45,81.26,13.44,28.39,60,1.058,75,3,Specific Gravity,All Grain,0.35,21.11,Imperial IPA
22327,20.82,1.062,1.011,6.7,60.05,9.52,32.18,60,1.04,75,1.5,Specific Gravity,All Grain,0.35,21.11,American IPA
22330,20.82,1.041,1.012,3.9,26.23,12.61,28.39,60,1.03,72,1.5,Specific Gravity,All Grain,1,18.33,Irish Red Ale
22340,20,1.083,1.017,8.71,69.69,9.99,23,90,1.072,75,3,Specific Gravity,All Grain,0.35,22,Imperial IPA
22342,20.82,1.074,1.016,7.97,52.38,8.65,26.5,60,1.058,75,1.5,Specific Gravity,All Grain,0.5,20,American IPA
22345,23,1.058,1.012,6.06,38.18,5.42,27,90,1.05,80,3,Specific Gravity,All Grain,0.35,20,American Pale Ale
22346,20.82,1.074,1.019,7.23,42.43,18.72,28.39,90,1.054,75,1.5,Specific Gravity,All Grain,0.35,18.33,American Brown Ale
22356,20,1.067,1.013,7.15,0,6.53,28.5,90,1.047,80,3,Specific Gravity,All Grain,0.35,18,American IPA
22357,40,1.055,1.015,5.23,50.1,10.16,48,90,1.046,55,2.7,Specific Gravity,All Grain,0.5,20,American Pale Ale
22359,23,1.056,1.01,6.07,47.53,5.69,28.5,60,1.046,75,2.5,Specific Gravity,All Grain,0.35,20,American IPA
22360,20.82,1.037,1.001,4.77,29.45,3.58,26.5,60,1.029,69,2,Specific Gravity,All Grain,1,21.11,Saison
22362,23,1.059,1.014,5.87,67.12,4.55,28,60,1.048,65,3.2,Specific Gravity,All Grain,0.35,18,American IPA
22368,5,1.051,1.01,5.39,39.67,7.21,4,20,1.064,60,3,Specific Gravity,All Grain,0.35,21,American Pale Ale
22370,11.36,1.045,1.007,4.95,16.87,9.76,17.03,60,1.03,70,1.5,Specific Gravity,All Grain,1.5,12.78,American Light Lager
22373,50,1.046,1.007,5.14,29.92,3.42,56,60,1.041,75,2.5,Specific Gravity,All Grain,0.75,21,American Light Lager
22374,24.61,1.059,1.009,6.67,76.15,5.44,34.22,75,1.043,76,1.4,Specific Gravity,All Grain,0.75,20,American IPA
22381,20.82,1.051,1.013,5.05,130.32,8.37,28.39,60,1.038,70,1.5,Specific Gravity,All Grain,0.35,18.33,American IPA
22395,18,1.048,1.012,4.77,22.62,11.02,25,60,1.033,68,3.2,Specific Gravity,All Grain,0.75,18,Irish Red Ale
22396,26.5,1.064,1.015,6.5,22.61,26.15,34.07,90,1.05,75,1.32,Specific Gravity,All Grain,0.75,18.89,American Brown Ale
22397,19,1.045,1.008,4.84,37.7,6.56,28,90,1.03,72,3,Specific Gravity,All Grain,0.5,21,Saison
22400,22.71,1.08,1.011,9.05,150.27,5.55,30.28,60,1.054,80,1.75,Specific Gravity,All Grain,1,15.56,American IPA
22406,22.71,1.068,1.018,6.53,73.4,40,27.44,90,1.056,65,1.3,Specific Gravity,All Grain,1.25,18.89,American Stout
22414,174.13,1.057,1.013,5.74,55.29,3.92,189.27,60,1.052,72,1.15,Specific Gravity,All Grain,0.35,17.78,American IPA
22415,1500,1.046,1.012,4.51,16.62,6.23,1600,60,1.043,83,3,Specific Gravity,All Grain,0.5,22,American Pale Ale
22420,45.42,16.3241,4.00328,6.71,18.99,31.42,53,60,14.1,70,1.5,Plato,All Grain,0.75,18.33,American Stout
22423,20.82,1.048,1.016,4.17,19.62,32.51,32.18,60,1.031,70,1.75,Specific Gravity,All Grain,0.75,20,American Brown Ale
22426,55,1.054,1.01,5.75,37.48,8.9,60,60,1.049,75,3,Specific Gravity,All Grain,0.75,17,American Light Lager
22427,22,1.042,1.01,4.26,24.07,9.04,28,60,1.033,70,2.7,Specific Gravity,All Grain,0.75,19,American Pale Ale
